Landmark_1,Landmark_2,Landmark_3,Landmark_4,Landmark_5,Landmark_6,Landmark_7,Landmark_8,Landmark_9,Landmark_10,Landmark_11,Landmark_12,Landmark_13,Landmark_14,Landmark_15,Landmark_16,Landmark_17,Landmark_18,Landmark_19,Landmark_20,Landmark_21,Landmark_22,Landmark_23,Landmark_24,Landmark_25,Landmark_26,Landmark_27,Landmark_28,Landmark_29,Landmark_30,Landmark_31,Landmark_32,Landmark_33,Landmark_34,Landmark_35,Landmark_36,Landmark_37,Landmark_38,Landmark_39,Landmark_40,Landmark_41,Landmark_42,Landmark_43,Landmark_44,Landmark_45,Landmark_46,Landmark_47,Landmark_48,Landmark_49,Landmark_50,Landmark_51,Landmark_52,Landmark_53,Landmark_54,Landmark_55,Landmark_56,Landmark_57,Landmark_58,Landmark_59,Landmark_60,Landmark_61,Landmark_62,Landmark_63,result
0.6718547940254211,1.0714744329452517,2.744013443134463e-07,0.6965442895889282,0.996450424194336,-0.0011491440236568,0.6897647976875305,0.9193272590637208,-0.0074335555545985,0.6626819968223572,0.8675287961959839,-0.0148140182718634,0.6374011039733887,0.8371697664260864,-0.0222221221774816,0.6720340251922607,0.8765467405319214,-0.023594943806529,0.6587621569633484,0.7768996953964233,-0.0381404943764209,0.6502636075019836,0.7210910320281982,-0.0473241694271564,0.6446182131767273,0.6765093803405762,-0.0521440207958221,0.632081151008606,0.8972433805465698,-0.0292918011546134,0.5932387709617615,0.8067821860313416,-0.0405741482973098,0.5722710490226746,0.7545979619026184,-0.0444816350936889,0.5549966096878052,0.7174373865127563,-0.0471170432865619,0.5992013812065125,0.9254423379898072,-0.0332628339529037,0.5817518830299377,0.8552774786949158,-0.0407661944627761,0.6019771695137024,0.8631048202514648,-0.0338280610740184,0.6170614361763,0.8856197595596313,-0.0266542844474315,0.5747100114822388,0.9554896354675292,-0.0375279150903224,0.5714001655578613,0.8936049342155457,-0.0390038006007671,0.5880244374275208,0.8972662091255188,-0.0278239082545042,0.5995810627937317,0.9175502061843872,-0.0173842720687389,1
0.6808986067771912,1.0560855865478516,4.304759215756349e-07,0.6988805532455444,0.9874173998832704,-0.0035857162438333,0.6862643957138062,0.9132262468338012,-0.0096548860892653,0.6548007726669312,0.864888608455658,-0.0166887547820806,0.631295382976532,0.8353257179260254,-0.0241816733032464,0.6724120378494263,0.8707532286643982,-0.0238926578313112,0.6590033173561096,0.7787343263626099,-0.0411162078380584,0.6516281366348267,0.7219130992889404,-0.0508487559854984,0.645891547203064,0.6780105829238892,-0.0550165697932243,0.6374248266220093,0.8919852375984192,-0.0287137571722269,0.5975556373596191,0.8128015398979187,-0.0435504987835884,0.5760476589202881,0.7651953101158142,-0.0491887666285038,0.5569135546684265,0.7311500906944275,-0.0512519069015979,0.6081138253211975,0.92096608877182,-0.0322628989815712,0.5876309871673584,0.8720115423202515,-0.045991200953722,0.605550229549408,0.8895825147628784,-0.0411931797862052,0.6178678274154663,0.913707673549652,-0.0328202359378337,0.5847516059875488,0.9544370770454408,-0.0358930826187133,0.5782321691513062,0.908822774887085,-0.0416602976620197,0.5921751856803894,0.9212060570716858,-0.0317672081291675,0.6003677845001221,0.9437071681022644,-0.0206707585602998,1
0.6691958904266357,1.014986515045166,6.208541094565589e-07,0.6856967210769653,0.924052596092224,0.0034556051250547,0.6676856279373169,0.8535456657409668,-0.0004460269410628,0.6310110092163086,0.8266768455505371,-0.0066561079584062,0.5989899039268494,0.8197110295295715,-0.0136878145858645,0.6625789999961853,0.8304845690727234,-0.0138336988165974,0.6573318243026733,0.7375071048736572,-0.0296203810721635,0.6495992541313171,0.6787711381912231,-0.0390268452465534,0.6439430117607117,0.6331040859222412,-0.0429806448519229,0.6271497011184692,0.8478279113769531,-0.0208842698484659,0.594602644443512,0.7635414004325867,-0.0333908759057521,0.5699312090873718,0.7130472660064697,-0.037865325808525,0.5498980283737183,0.6752569079399109,-0.0398730263113975,0.5963088274002075,0.8718992471694946,-0.0265812911093235,0.5749870538711548,0.8094267249107361,-0.0355424433946609,0.5906414985656738,0.8179198503494263,-0.0292550530284643,0.6039637327194214,0.8381311297416687,-0.021128000691533,0.5724823474884033,0.8987650871276855,-0.0321148484945297,0.56453537940979,0.84166419506073,-0.0325308591127395,0.5782210230827332,0.8465243577957153,-0.0205776095390319,0.5890030264854431,0.864638090133667,-0.0091603714972734,1
0.6629315614700317,0.9990919828414916,5.580773176916409e-07,0.6814534664154053,0.9128780961036682,-0.0002288751275045,0.6642515063285828,0.844123363494873,-0.0067751323804259,0.6267822980880737,0.8179090619087219,-0.0152140446007251,0.5932874083518982,0.8152821660041809,-0.0245200078934431,0.6618382930755615,0.8206978440284729,-0.0182906724512577,0.655644953250885,0.7336852550506592,-0.0354183614253997,0.6496913433074951,0.6778029203414917,-0.0456272698938846,0.6453225612640381,0.6343958377838135,-0.050175454467535,0.6266576647758484,0.8393549919128418,-0.0248150061815977,0.5924289226531982,0.7576721906661987,-0.0401440858840942,0.569382905960083,0.7052770256996155,-0.0460399687290191,0.5504140257835388,0.6674478650093079,-0.0487581230700016,0.5953266024589539,0.8646683692932129,-0.0302419904619455,0.5719993710517883,0.8045817613601685,-0.0433343537151813,0.5885310173034668,0.8143609762191772,-0.0391824841499328,0.6019960045814514,0.836085319519043,-0.0316034778952598,0.5712644457817078,0.8915565609931946,-0.0355768017470836,0.5624353885650635,0.8349782228469849,-0.0397479012608528,0.5767431259155273,0.8393982648849487,-0.0299308076500892,0.5879455208778381,0.8569254875183105,-0.0197449792176485,1
0.6657533049583435,0.958598256111145,6.858660981379217e-07,0.6793227195739746,0.8716146945953369,0.0036644975189119,0.6568170189857483,0.8019971251487732,-0.0014132661744952,0.6192643642425537,0.7861959934234619,-0.0088898791000247,0.5847905278205872,0.7898101210594177,-0.0178753659129142,0.6558981537818909,0.77719646692276,-0.0145501401275396,0.6531049609184265,0.6902467608451843,-0.028143597766757,0.6468818187713623,0.635400652885437,-0.0370097421109676,0.6414135694503784,0.5916543006896973,-0.0415019579231739,0.618461549282074,0.795362651348114,-0.0230673439800739,0.5901045799255371,0.7110532522201538,-0.0329197607934474,0.5695818066596985,0.6584760546684265,-0.0380185805261135,0.5512539148330688,0.6173608303070068,-0.0414953678846359,0.5866358876228333,0.824447751045227,-0.0297071486711502,0.5640053153038025,0.7658041715621948,-0.0369363538920879,0.5812171101570129,0.778854489326477,-0.0312383398413658,0.5939456224441528,0.8004189729690552,-0.0246317088603973,0.5636726021766663,0.8581563234329224,-0.0360549688339233,0.5555648803710938,0.8042916059494019,-0.0359412729740142,0.5707815885543823,0.8124510645866394,-0.023357355967164,0.5822080969810486,0.8317530155181885,-0.0122467027977108,1
0.6621642708778381,0.9618340134620668,6.367562832565454e-07,0.6753007173538208,0.877570629119873,-0.0033416762016713,0.6504208445549011,0.807424783706665,-0.0105977738276124,0.6101667284965515,0.789232075214386,-0.0194339454174041,0.5749421715736389,0.7915655374526978,-0.0294956006109714,0.6552044153213501,0.7773341536521912,-0.0174066368490457,0.6517135500907898,0.6911073327064514,-0.0352409482002258,0.6483852863311768,0.635249137878418,-0.0470768176019191,0.6442797183990479,0.5904455184936523,-0.0530151054263114,0.620189368724823,0.79400235414505,-0.0239244811236858,0.5908620357513428,0.7092695832252502,-0.0393188260495662,0.5691437721252441,0.6556928157806396,-0.0473137833178043,0.5490097999572754,0.6143656969070435,-0.0515962950885295,0.5892035365104675,0.8235902190208435,-0.0297625195235013,0.563164234161377,0.7690112590789795,-0.0441434942185878,0.577761709690094,0.78876131772995,-0.0405729040503501,0.5892606973648071,0.8132937550544739,-0.0332411602139472,0.5648646950721741,0.858031690120697,-0.0357405319809913,0.5534623265266418,0.8090462684631348,-0.0410588160157203,0.5679211020469666,0.8215315937995911,-0.0303823705762624,0.578789472579956,0.8406403660774231,-0.0195942129939794,1
0.6591495275497437,0.9406044483184814,7.412968443532009e-07,0.676811933517456,0.8495911955833435,-0.000377966731321,0.6492208242416382,0.7745019793510437,-0.0071394545957446,0.6025964021682739,0.7531679272651672,-0.0148702254518866,0.5632445812225342,0.752277672290802,-0.0232344586402177,0.6546514630317688,0.7564066648483276,-0.0210560504347085,0.6542569994926453,0.6579979658126831,-0.037376407533884,0.6499832272529602,0.5983754396438599,-0.0472127012908458,0.6450232267379761,0.5517435073852539,-0.0517875328660011,0.6152688264846802,0.77334064245224,-0.0274897795170545,0.5907044410705566,0.6757442355155945,-0.0401306860148906,0.5692917108535767,0.6146681904792786,-0.0459059700369834,0.5475614666938782,0.568353533744812,-0.0493816174566745,0.5804271101951599,0.8005926609039307,-0.0322307981550693,0.5577135682106018,0.7238045930862427,-0.0424304641783237,0.5749145150184631,0.7354623079299927,-0.0368824228644371,0.5864202976226807,0.7584550976753235,-0.0295280907303094,0.5553923845291138,0.8294551372528076,-0.0367684662342071,0.5516408681869507,0.7698447108268738,-0.0388717018067836,0.5687209367752075,0.7780572175979614,-0.0274512022733688,0.5791230797767639,0.7978551983833313,-0.0166932586580514,1
0.6627296805381775,0.944225013256073,7.083497735038691e-07,0.6789928078651428,0.8524373173713684,-0.0006874251994304,0.6510818004608154,0.777018129825592,-0.007695666514337,0.6055617928504944,0.7568486928939819,-0.0158771090209484,0.5671303272247314,0.7578096985816956,-0.024931363761425,0.6547378897666931,0.7519846558570862,-0.019730556756258,0.6538739204406738,0.6572864055633545,-0.0366202294826507,0.6511999368667603,0.5986700654029846,-0.0471705310046672,0.6465969085693359,0.5531709790229797,-0.0520829819142818,0.615444540977478,0.7672914862632751,-0.0263329818844795,0.591196596622467,0.6720656156539917,-0.0394068099558353,0.5696499347686768,0.6125392913818359,-0.0453229658305645,0.5470337271690369,0.5678233504295349,-0.0484714359045028,0.5811407566070557,0.796157956123352,-0.0314854606986045,0.5572435259819031,0.7295701503753662,-0.0420758314430713,0.573553740978241,0.743992269039154,-0.0369353517889976,0.584965169429779,0.7673839330673218,-0.0295868199318647,0.5560314655303955,0.8299744129180908,-0.0365629866719245,0.5529883503913879,0.7773985862731934,-0.0385771766304969,0.5701619982719421,0.7870811223983765,-0.0270020794123411,0.5810545086860657,0.8050721883773804,-0.0160298179835081,1
0.6603771448135376,0.9164801836013794,7.804277970535622e-07,0.6723756194114685,0.8222768306732178,-0.0018893619999289,0.6386221647262573,0.7450326085090637,-0.0098364101722836,0.5864688158035278,0.7205880284309387,-0.0191379822790622,0.5452561378479004,0.7119805216789246,-0.0290520917624235,0.6523744463920593,0.7240802049636841,-0.018090384081006,0.654386579990387,0.6298845410346985,-0.0382282994687557,0.652099609375,0.5722578763961792,-0.0498314835131168,0.647554874420166,0.5279214382171631,-0.0545921325683593,0.6157219409942627,0.7390618920326233,-0.025348475202918,0.5903564691543579,0.6374406814575195,-0.0416621007025241,0.5703869462013245,0.5780256986618042,-0.0483312793076038,0.5520520806312561,0.5328361392021179,-0.050584714859724,0.581695020198822,0.7687135338783264,-0.0317537561058998,0.5572226643562317,0.715279221534729,-0.0479203201830387,0.5721251368522644,0.7379435896873474,-0.0434903427958488,0.5842556357383728,0.7630738615989685,-0.0342878215014934,0.5532160401344299,0.804860532283783,-0.0378863103687763,0.552090048789978,0.7689003348350525,-0.0434657335281372,0.5689527988433838,0.7847551703453064,-0.0325367636978626,0.5790426135063171,0.8032081723213196,-0.0207667648792266,1
0.6598721146583557,0.9183576107025146,6.981372280279174e-07,0.673306941986084,0.8244597911834717,-0.000164288241649,0.6425596475601196,0.7485665082931519,-0.007591547910124,0.5932290554046631,0.7247394919395447,-0.0165504515171051,0.5527697205543518,0.7170166969299316,-0.0263978336006402,0.6516632437705994,0.7263840436935425,-0.0177680421620607,0.6519697308540344,0.6296558976173401,-0.0355833582580089,0.650589644908905,0.5720428824424744,-0.0458341799676418,0.6471115350723267,0.526708722114563,-0.050223484635353,0.6138801574707031,0.7396588325500488,-0.0245716385543346,0.5903180241584778,0.6410219669342041,-0.0388087555766105,0.5702621936798096,0.5828372836112976,-0.0447513200342655,0.550140917301178,0.5378449559211731,-0.0471865236759185,0.5792617797851562,0.7689265608787537,-0.0300865322351455,0.5542804002761841,0.7113854885101318,-0.0437323227524757,0.5703656673431396,0.7351247668266296,-0.0391424372792243,0.5826553106307983,0.7615207433700562,-0.0308416970074176,0.5525870323181152,0.8052968978881836,-0.0352281741797924,0.5521789193153381,0.7689304351806641,-0.0403648801147937,0.5692095756530762,0.78399258852005,-0.0305239334702491,0.5794427990913391,0.80165034532547,-0.0198726840317249,1
